1.08197534,1.67686427,-0.08476957,-0.00658001
-0.23275514,0.20436645,0.21608926,-0.18271185
0.43534732,-0.30659369,0.18014741,0.21229333
0.64511299,-0.79153383,0.36469862,-0.15832970
-0.37143368,-0.37921965,-0.69006717,0.14163105
1.81324565,0.10562588,-0.92826527,0.92367935
-0.03119066,0.01824971,1.15573049,1.62323403
-0.24096107,-0.09279820,-0.66789854,-0.07627829
-1.10342288,2.15802574,0.38177150,0.68061590
-0.36023307,0.19261123,0.13832837,0.17865118
-0.47557491,-0.13917653,1.05556929,1.11037397
0.48390335,1.12877584,-1.84337866,-1.17841017
-0.23137748,-0.04736995,-0.32657787,0.08685064
0.95510137,0.12790422,0.65841627,-0.10533550
-1.01066291,1.02869940,0.17922920,-0.22447817
-1.37100017,1.49432111,0.09597303,0.01933574
0.54905576,0.04292143,1.82850778,-0.94892830
-0.52260983,0.10439134,-1.27122593,0.80631101
0.09124124,0.11398379,-0.42171508,-0.80994076
-0.81414235,-0.86072010,0.93355000,1.02383542
-0.44143608,0.01636159,-0.74749243,-0.53628582
0.19278619,0.14743701,0.29712415,0.09969371
0.33836347,-0.27190384,-0.08323650,-0.14176315
1.94048309,1.11084008,-0.17347741,0.27037689
0.00985800,-0.00663802,-1.11010230,-1.27521038
2.15270758,-0.87768143,-0.19014707,0.03680529
-1.32395899,-3.32716370,0.61117965,0.12255307
-1.01867008,0.17039350,-0.54909343,-0.00149422
-1.46842682,-1.68989646,1.55153775,0.73693568
-0.48579824,-0.37290135,-0.16046050,0.34626538
1.09913707,0.70206058,-0.00782954,0.00606793
2.85006785,-4.46972227,1.63617909,1.13937914
-1.37657428,-0.00126629,-1.07857478,2.44293332
-1.09896851,0.73400193,0.80097026,1.23524785
-0.08748662,-0.08538114,0.31749210,0.06741285
-0.06625377,0.02219371,-0.85960025,0.06238759
0.36879632,-0.17730492,-0.18032232,0.14079210
0.02759752,0.03920038,0.39694938,0.49742493
1.59366286,3.11669564,0.45220378,0.22738123
2.87980556,0.87105560,-1.42488313,0.17349732
1.12851536,0.69678146,1.82213533,0.54776353
0.38111681,0.11747812,-2.62727380,1.14003301
-0.08209648,-0.07127924,-0.97046715,-3.11268854
0.74078536,0.12322000,-0.41679376,0.06618486
-0.22864331,0.13838151,2.24089813,-2.39223790
0.06637269,-0.06288639,1.89881277,0.30744678
-1.36885285,-0.34001601,0.51499647,0.42390037
-0.83306134,-1.33786666,-0.06733534,-0.03780954
0.61780351,-0.68345243,0.38420892,-0.17668052
0.24186106,0.12047488,0.37020594,-0.15486947
-0.62230903,0.55102211,-0.25228441,0.08487798
0.24775764,0.01007319,-0.00176555,-0.00017320
1.73212922,-1.11455345,-0.66558868,0.75624406
-0.94123942,-0.98894066,0.64008451,-0.01278292
0.91109693,-1.19744825,1.04197383,-0.37138656
-1.78716731,-1.27958000,0.61834037,-0.20491506
0.73271620,1.35757864,1.00265682,-0.56920397
-0.56055892,0.84170943,0.82464606,1.06734180
0.55699891,0.01383265,-2.52978492,-5.37793303
-0.47141397,0.06982969,0.96010941,0.33400172
2.04921484,-3.48168302,1.76674175,1.63708401
0.35345000,-0.08502025,1.23539269,0.84299666
-0.97473323,0.63362080,1.43701184,1.61465013
-0.92042524,-1.07848620,0.03081500,0.01354720
1.34725809,-1.55922961,0.71237499,1.43376303
0.79296905,0.32574618,0.36759436,0.16155462
-0.55045456,-0.64007664,-0.62728226,1.35483372
-0.67638916,-0.09584416,-0.14370097,0.06203963
0.02533781,0.01282483,0.97437662,0.41622272
-0.19451275,-0.18876806,-0.50720018,0.40669358
-0.10611476,-0.22672416,1.17084217,-0.11210407
1.44182050,-0.89993650,1.46321750,-0.21902512
0.30337882,0.65362674,-0.15830851,0.07381062
-0.82332939,-0.31499055,-0.43296883,-0.23295867
-0.83549058,-0.08192839,-1.38332987,-0.97051936
0.84334368,-0.44087434,-0.72283870,0.19680429
-0.08998956,0.03501577,0.44300663,-0.25232393
1.93166983,-2.16307187,0.34692624,0.05042139
0.15404871,-0.07189798,-0.33875069,-0.07040045
-0.58910304,-0.92873609,0.02643849,0.01044804
-0.69831985,0.91521758,-0.99480158,0.51820993
-0.47968179,-0.13552266,0.65096742,0.44053847
1.26258826,-1.05811822,0.47641462,0.34296831
-1.00519514,0.83498323,0.78624976,0.04221944
1.13695621,-0.41034728,0.48954764,-0.25557983
-0.19067243,-0.06227322,-1.03440976,0.15082584
0.88677955,-1.74547553,-0.73357141,0.47443879
1.69465959,2.42574453,0.71118277,-1.04469430
-0.69197911,0.03470947,-0.17083080,-0.04584225
1.01449859,-0.74790359,-1.08418810,-0.56579190
-0.68918830,0.91296679,1.29348421,0.51684779
0.28156769,-0.10357128,-1.47754884,0.32882378
0.23168971,-0.00691792,0.93255371,0.96703899
-3.06325603,2.41743207,-0.16599685,0.18183395
-1.60002828,0.53041357,-1.10478616,-0.18391873
0.11673515,-0.00206621,0.22747873,0.01734593
-1.10454381,-0.52726394,0.48478279,-0.11608947
0.82981223,0.09821516,-0.39162594,0.33451203
-0.38998204,0.06359035,1.14538097,-3.10996675
0.00378408,-0.00334066,-1.33386493,0.77828479
0.39675558,0.34567663,-0.21308908,-0.32626128
-0.59367537,0.05620648,0.17602362,0.36865607
-1.83381391,-1.86053276,1.35308862,0.00692148
1.28096879,0.30265120,0.27178413,0.75543016
-0.18729757,-0.07339770,1.14114952,-1.79189253
-0.58546722,0.72731352,1.86322367,1.83134604
0.50629872,0.14172088,-0.89753354,0.98952949
0.04666794,0.01551405,2.27879500,-2.54313421
-0.86250263,-0.86787409,0.00894766,0.01364190
-0.65718752,-0.35278371,-2.11573958,0.18775895
0.13419753,-0.35861182,-0.01306697,-0.01482217
0.01952634,-0.00435191,-0.67881989,-0.28634146
-1.23913944,0.08415762,-1.10989153,-0.05525959
0.87339830,-0.94186676,-1.39476287,-0.13378850
0.46112844,0.24389449,-0.48141924,0.54276109
-0.16775623,-0.11163189,-1.36852300,1.05332959
-0.37622792,-0.62527436,-0.64143145,0.15757096
1.67342329,0.45254430,0.82371473,-0.18565002
-0.97408181,0.56599265,-0.21424583,0.53794175
-0.63340896,0.08690682,0.13991363,0.08958553
-1.17571032,1.15013587,-0.89909232,0.00442330
0.72596830,-0.29432034,-0.55270696,0.47372046
-0.30171511,0.19986056,-0.61810553,1.48974121
-0.48952460,0.95601118,0.37987524,0.25942406
0.01478620,0.04102658,-2.24950004,-0.08515846
1.08565855,1.73108947,0.82320571,-0.76572651
-0.99227172,0.11917814,-1.43148077,2.24981904
-2.12913775,2.01773572,1.13426566,0.41973230
0.10631728,-0.07747705,2.10079741,-2.75103045
-0.51865321,-0.78517920,-0.83477736,-0.25978777
-1.42520404,-1.01977122,1.00434279,0.83492863
1.47015715,-1.03506458,0.99318117,0.43850899
0.56506246,-0.52803600,-1.29097676,0.43332517
-0.12480965,0.07757911,-1.39052188,0.94463193
0.24093568,-0.26715943,1.35262156,1.22080600
-0.77746236,-0.21490419,0.46457124,-0.48178723
-1.13196373,-0.97854573,-0.10348624,-0.13775852
0.18089411,0.10778905,0.22292340,-0.01321581
-0.32516503,-0.00328918,-0.92312163,0.67843193
0.37942824,-0.11163540,0.47471091,0.34692231
0.39139727,-0.29180259,1.25226295,0.40174183
-0.09023260,0.14708869,0.00797912,0.00246394
-0.36876008,-0.43631846,0.90987641,-1.28802395
0.34246016,0.05377812,-0.93254822,0.07716382
-0.47292909,-0.14424790,0.48000336,0.07653590
0.60120958,0.74781919,-0.56850648,0.23875245
0.08165239,0.03196868,1.16388345,0.12898704
0.14157362,-0.08265476,-0.64753431,-0.15435120
-0.06550016,0.06251688,-0.62281138,0.61110872
0.67477244,-0.13964154,0.62587827,-0.57636195
0.00229273,-0.00472718,0.78610498,-0.30615243
0.72929090,0.16067582,-1.36919749,-0.01951505
-1.09886384,0.17800748,0.65220368,1.15382552
-1.36859798,-0.51547682,-0.19767736,0.12032514
1.14780653,2.43299484,-0.85002607,1.48571610
-0.21743114,0.01405494,-1.37798238,-0.88884580
1.54038835,1.79467845,0.94665462,0.91511452
-1.47999859,2.74700761,0.42203522,1.06979799
-0.04310588,0.05317136,0.09247664,-0.05621196
1.01752687,-0.27117401,-0.85027897,-0.34223112
-2.32044530,2.43033743,0.39441770,0.35793322
-0.13200736,-0.14425971,2.59727740,-0.28173006
0.37716830,-0.03654462,0.51812887,0.38899899
-0.12805215,-0.02637172,0.87441152,0.25664943
-0.67172056,0.48800400,0.46613079,-1.02450311
-0.17085157,-0.24296632,-2.51620388,2.13769579
-0.16057612,-0.01842492,1.49165034,-1.41905212
-2.15235806,2.57760859,0.51002496,-0.70756525
-0.51793116,-0.15919955,-1.22250676,1.27026570
-0.73185396,-0.65001506,0.52503181,0.16829959
-1.54777956,0.97604764,-1.93836272,-0.11910372
0.15943034,0.12299640,-0.74733233,-0.93566358
1.34392226,-2.28995085,-1.43564320,-0.27406612
-0.35230315,-0.42026046,-0.91790122,0.60071373
-0.75649822,-0.20933512,0.54999030,-0.58265567
2.09885550,0.06341590,0.12828130,0.08119716
1.17564607,-0.09548455,-0.46152449,0.21677500
-0.77605730,0.13340437,-1.58600914,-1.16215158
0.59911597,-0.27355173,-0.97814381,0.21932720
1.20127022,0.81707090,-1.62133408,0.63368779
-1.26478624,0.24022850,-1.63992965,-1.63748026
1.13947272,0.22741362,-1.21094787,-0.37916106
-0.96740675,0.23209718,0.28274590,-0.05950481
-1.27604306,0.58757818,1.97752750,-0.63493103
1.54034030,-0.21700642,1.18998778,0.56579065
-0.82413369,-0.48399475,-2.04016566,1.25419915
-2.38794470,5.32680273,-0.32989451,0.39029068
-0.55204326,0.54931790,-0.85089272,-0.33061728
-1.26554596,-0.72532457,0.94032043,-1.27022183
0.56067324,1.28950131,-1.34287727,1.17501664
1.86920941,1.43547606,0.32039720,0.10633983
-0.59895629,0.45422807,-0.08350311,0.02537149
-0.87154162,-1.20159364,1.43854117,1.29747236
-0.99610806,1.15424299,-0.55966377,-0.16696441
-1.38179839,0.83341533,0.52530169,0.83339918
-0.58321583,0.60380602,0.97917128,2.17795420
-1.53786194,2.65903878,1.39259052,-1.33065248
-1.11242628,2.27271557,-0.47901601,0.41764751
-1.31592333,-0.47115654,-0.18461800,-0.38719946
-1.15987766,0.48338756,1.03106236,0.77521992
0.42879131,-0.39928693,0.18292540,-0.32437885
1.32959783,-1.41933966,1.47335458,-1.35929227
-0.16048178,0.21194826,-0.10944702,0.09446605
-0.98505652,-1.27296638,1.25437737,0.14229292
0.33593550,-0.32368967,-0.50145096,0.32852381
-0.93353617,-1.64471531,-0.76169902,-0.10148600
1.23108900,0.48860639,0.79725671,0.73501784
-0.57187235,0.26251739,-0.35207498,-0.40909329
0.54864401,-0.31136197,-0.66193616,0.81204438
1.11411095,0.97826517,-0.63933444,0.03995934
-0.45959532,-0.69131351,-0.18787301,-0.05241220
-0.94536805,-0.96208161,-0.56873077,-0.69496340
1.97145522,-2.02686000,-2.37706232,0.20587975
-1.20296371,1.71407950,-1.73154604,0.32405514
