0.44888169,0.32848376,-0.99507427,0.55916655,-0.46764341,0.45625967,1.26274550,1.59223235,-1.29979885,0.56284869
0.14032418,0.00418796,-0.70552725,0.44343492,-0.00006720,-0.00007869,-1.07626617,-1.01472175,0.26280048,0.26347506
-0.24086305,-0.19515456,0.18367982,-0.10222417,2.30345678,-0.59924388,-0.69290090,-0.43295661,0.76634401,-0.24475621
-0.84057987,0.30161276,0.33958182,-0.15512800,-0.58072197,2.00233650,-1.15054703,0.34656686,0.17281005,0.07960062
0.24207121,0.27589968,-0.23957565,0.26698071,1.39626002,-2.12451267,-0.28911272,-0.28963298,-1.89541876,-0.05667274
0.84248370,1.01794672,-0.57908714,-0.44875944,-0.27567187,0.37232307,1.64834464,2.14840031,-0.04486022,-0.00033174
0.30004108,-0.20044608,0.23849283,-0.12840421,-0.12787734,0.17295705,-1.46784532,0.64207184,0.17637782,0.01468872
1.70463812,-0.19250222,1.16351736,-1.59748816,0.52764499,-0.10235909,-0.75890344,1.56537783,0.20264427,0.13867392
0.68129051,0.88901198,-0.48445144,0.06160023,-1.87556100,-0.19017845,0.28667867,0.25257000,0.42122844,-0.17868462
-0.58270562,0.15981710,-0.42565730,0.17774819,0.25979584,-0.11482652,-0.21164843,0.02178700,0.60444242,0.60051674
-1.02134609,-1.42215621,0.64647615,0.05973480,-0.89081782,-0.67234182,-1.11951888,0.71778494,0.18237743,0.04970366
0.30376765,0.05224862,-2.05530977,-5.79802036,0.90428597,-0.99322975,0.51635402,-0.64320105,-1.23630261,0.58956784
0.13489084,-0.13530472,0.62117434,-0.92124850,-1.51843488,0.05853160,-1.29539549,-1.36036503,-0.42195126,-0.49736732
0.93820655,0.50132060,-0.93964714,0.91849136,0.20607020,-0.03574540,2.21970749,-3.29525614,1.10349119,-1.90118861
-0.18086125,0.28522515,-0.29218078,0.35879970,-1.59208345,2.36020017,0.71478933,-0.24700281,-0.27662662,0.14993165
-0.88458508,0.76856953,-1.20447052,0.79901904,-0.74138993,0.09417754,-1.39096868,-2.40985942,0.57963932,-0.10252038
-0.05051401,-0.01553180,-0.55612361,-0.43131006,0.31315938,0.66472149,-0.96418834,0.43863851,-2.39924645,1.14807141
0.61631644,-0.61730564,-0.41005027,0.00947854,-0.34561962,0.43327370,-1.82306898,-2.51987553,-0.48355171,-0.83113790
0.62206739,1.03219390,-0.86910546,1.77135730,-0.29026645,0.06982381,0.21407318,-0.43146780,0.21633525,-0.04023569
0.19687364,0.10427379,0.11257737,-0.23830093,1.42263079,-0.93165439,1.15198302,2.03077674,0.49799240,0.17360522
0.33640698,-0.06355400,1.00842690,-0.31604433,1.53017068,1.36279130,0.54248184,-0.51615334,-0.73152643,-0.62773448
1.57848644,1.55826855,0.81242114,-0.41946065,1.00834477,-1.21566236,0.09268038,-0.06655415,-0.41659558,0.30562943
