0.72350872,0.62403673,-0.83374703,0.15265122,-0.57874691,0.51970857,0.16399151,-0.97172201,-1.54921710,0.94585115
-0.34296525,-0.93836701,-0.35699826,0.68345565,-0.45696092,0.82702291,-0.26175568,-1.41664433,-0.29352146,0.83296919
0.34838608,0.71401656,2.93607926,-1.56269193,-0.73962373,0.50363600,-1.13865960,-1.92665458,0.79825670,0.84470099
-0.77085513,1.32632899,1.04850304,0.15711033,-0.01561614,0.10783396,-0.25864780,-0.78129083,0.10725419,1.31223238
0.84319264,0.99734163,-0.11245119,-0.50112736,-0.61497581,0.34721279,-0.65940154,0.29523557,0.28453875,0.47098383
1.12870145,-0.05573146,-0.56301409,-0.82380980,-1.49433279,2.20049787,1.73941255,-2.10411429,-0.06503972,-1.35866690
1.58073008,0.86297691,-0.87232757,-1.83760881,-0.86057305,0.31032267,1.42662561,1.24651861,0.18912126,-0.27892512
-0.70776856,-0.22947343,-0.36040434,-0.38506171,0.43346411,-1.28104460,-0.03731387,-0.21793194,-0.19315664,-1.79766059
-0.07099111,-0.48205695,0.45695606,0.36237416,0.34921506,0.26251030,0.31936678,-0.26716983,-0.01274916,0.35383606
1.81478703,0.30123270,-1.10358274,0.26551655,-1.09918213,-0.59849679,0.47220501,-1.02074313,0.79196423,-0.91416591
1.22655058,-0.86427903,-0.20778739,-0.42141679,0.27591440,-0.30643433,0.00966643,-0.79421449,-0.37360698,-0.38165283
-1.51088989,0.12187232,-0.71779317,-0.80763185,-0.01883099,0.19909590,-0.64925349,-1.00135386,-0.68616843,0.06030164
0.04169101,-1.65415728,0.26044506,0.87811935,-0.44473833,-0.54217809,-0.51867646,-0.40568671,-1.27735102,0.30717081
1.08311987,0.75943303,0.91211808,-1.57606936,-0.81027418,0.94693047,-0.44692752,-1.28886604,0.10710166,-0.44582489
-0.89160401,1.02403486,-0.22140115,0.31853512,0.23646611,-1.51113284,0.32490972,0.17524275,0.70704746,-0.51456255
-0.27648094,0.36106765,-0.42785326,1.10162282,0.08799597,-1.74083674,0.57140034,-0.78308654,0.13905564,1.17253792
1.18893993,0.90400553,-1.31370270,-0.34630471,-1.64081705,0.08268011,2.27399135,0.33932075,0.21040088,-0.96044064
-0.52931994,0.71291304,-0.54365605,1.52792895,-0.16323178,-0.39546695,0.05785205,-0.66169173,-0.89230096,-0.19008574
-0.77892387,0.87730700,0.95569289,0.66718203,0.78697765,-0.25115767,0.09434366,-0.72288227,1.65274298,0.21981025
-0.06887396,1.50894547,-0.50291651,-0.27078354,0.02450861,0.40164900,0.16014455,-2.05205631,-0.48499691,-0.98710823
-0.46768007,0.55522144,1.28922451,0.06235708,1.51421106,0.25049567,0.04957894,0.26204422,1.01479256,-1.77196717
0.89483136,-3.12646246,-0.18702269,-0.85671377,-2.54229450,-0.82934219,1.12029457,0.10945138,0.20889889,-0.36569512
-1.07732737,-0.20942664,-0.46716186,0.30244330,-0.96580374,-0.61742646,0.54189390,-0.51746041,1.78277564,-0.40670121
-1.03321421,-0.68783396,-0.28124213,1.69476807,-0.01815262,-0.37788686,0.15327945,-0.37270314,0.44215104,0.09690145
-1.10432780,-0.45008564,1.41241288,0.56215417,0.69759065,-1.62670040,-0.57812822,1.81439471,-0.11259858,-0.65334487
-1.48033381,0.72973996,-0.08133486,-1.90835714,1.20991218,-0.98929298,0.35852414,0.90041506,1.64068341,-0.61859316
0.39084026,-0.03162055,-2.05883193,-1.10888958,-0.08496776,-1.06541455,1.25610852,0.31936964,0.98649234,-0.98546630
1.17898810,0.15888430,0.12400496,-0.37885547,0.81488210,-0.75080359,-0.27742270,1.17887366,1.12123549,-0.41026652
-0.24654028,-0.23156765,-1.02318072,-1.75827193,1.67958057,-0.85397387,1.82835388,1.02523768,1.06108952,-1.33498800
0.00707595,-1.99972391,0.02985283,-0.17058417,-0.32950583,0.74716240,0.33892906,0.22251515,-0.93220240,-0.84657550
2.04099250,-0.05757812,0.42808279,-0.16990691,-1.41868794,0.35581127,0.94901544,-0.21962552,-0.13074829,-0.39104298
-1.50096226,-1.20899963,-0.15071450,1.14023244,0.94127125,-0.97985792,0.81994873,0.68378514,-0.24032226,0.73551720
1.44454610,-0.76211607,0.54366457,-0.43151876,-1.11638868,-1.29875314,-0.15940385,0.32875296,-0.59961516,-0.36039045
-1.25294578,1.24740303,0.93869567,-0.73512870,-0.50231928,0.96250886,-0.57088780,-0.35507429,-0.89105135,-0.17723761
1.39825141,0.07337812,0.16639948,-0.64800549,0.84213477,0.71412975,0.48057610,0.23022752,-0.69302309,1.59498739
-2.04237628,-0.70569146,0.88618279,-0.80239981,1.53511536,0.88782477,-0.46627647,-0.12599215,-0.33722630,-0.33944163
0.23233286,-0.26204830,0.31077734,0.76902741,0.87547082,-1.49949145,-0.55226082,1.16148865,-0.29313308,-1.86101246
